11.273	0	0
10.273	0	0.0555556
10.273	0	0.0555556
8.6745	0	0.111111
6.835	0	0.166667
5.8695	0	0.222222
5.1515	0.0714286	0.222222
4.6945	0.0714286	0.277778
4.3045	0.0714286	0.333333
3.5865	0.0714286	0.388889
2.8365	0.0714286	0.5
1.8895	0.0714286	0.555556
1.1715	0.142857	0.611111
0.945	0.214286	0.611111
-0.0355	0.285714	0.611111
-0.3935	0.285714	0.666667
-0.677	0.357143	0.666667
-0.7535	0.357143	0.722222
-1.1435	0.357143	0.777778
-2.0905	0.5	0.777778
-2.7285	0.5	0.833333
-2.8085	0.571429	0.833333
-2.8085	0.571429	0.888889
-3.1855	0.642857	0.944444
-3.2655	0.714286	0.944444
-5.4485	0.785714	1
-5.5385	0.857143	1
-5.685	0.928571	1
-9.4385	1	1
