9.759	0	0
8.759	0	0.0555556
8.759	0	0.0555556
8.694	0	0.111111
8.661	0	0.166667
7.496	0	0.222222
6.876	0	0.333333
6.821	0	0.388889
6.625	0	0.444444
5.354	0.142857	0.444444
5.32	0.142857	0.5
5.289	0.142857	0.555556
4.299	0.214286	0.555556
3.597	0.214286	0.611111
3.566	0.214286	0.666667
3.271	0.214286	0.722222
2.946	0.214286	0.777778
1.359	0.285714	0.833333
0.949	0.285714	0.888889
0.915	0.357143	0.888889
0.834	0.428571	0.888889
-0.159	0.5	0.944444
-0.926	0.571429	0.944444
-1.307	0.571429	1
-1.87	0.642857	1
-1.904	0.714286	1
-2.506	0.785714	1
-4.979	0.857143	1
-5.064	0.928571	1
-5.913	1	1
