10.997	0	0
9.997	0	0.0555556
9.997	0	0.0555556
8.758	0	0.111111
7.963	0	0.166667
5.056	0	0.222222
4.648	0.0714286	0.222222
4.398	0.0714286	0.277778
4.1844	0.0714286	0.333333
3.4064	0.0714286	0.388889
2.7584	0.0714286	0.5
0.556	0.0714286	0.555556
0.3254	0.214286	0.555556
0.288	0.214286	0.611111
0.13	0.285714	0.611111
-0.278	0.285714	0.666667
-0.5836	0.285714	0.722222
-1.2316	0.285714	0.777778
-1.553	0.285714	0.833333
-1.6016	0.357143	0.833333
-1.729	0.428571	0.833333
-2.924	0.5	0.833333
-3.332	0.571429	0.833333
-3.702	0.571429	0.888889
-3.833	0.642857	0.944444
-3.952	0.714286	0.944444
-4.9316	0.857143	0.944444
-5.209	0.857143	1
-6.748	0.928571	1
-9.099	1	1
