9.763	0	0
8.763	0	0.0555556
8.763	0	0.0555556
8.756	0	0.111111
8.582	0	0.166667
7.8805	0	0.222222
7.1875	0	0.333333
6.835	0	0.388889
6.434	0.0714286	0.444444
4.837	0.0714286	0.5
4.83	0.142857	0.5
4.788	0.142857	0.555556
4.3775	0.214286	0.555556
4.1005	0.214286	0.611111
4.0515	0.214286	0.666667
3.4075	0.214286	0.722222
3.372	0.214286	0.777778
3.0475	0.285714	0.777778
1.057	0.285714	0.833333
0.907	0.285714	0.888889
0.875	0.357143	0.888889
0.843	0.428571	0.888889
-0.997	0.5	0.944444
-1.625	0.571429	0.944444
-2.379	0.571429	1
-2.41	0.642857	1
-2.718	0.714286	1
-2.73	0.785714	1
-5.2985	0.857143	1
-5.838	0.928571	1
-6.217	1	1
