9.524	0	0
8.524	0	0.0555556
8.524	0	0.0555556
8.284	0	0.111111
8.216	0	0.166667
7.903	0	0.277778
7.6759	0	0.333333
7.337	0	0.388889
7.097	0.0714286	0.444444
6.998	0.0714286	0.5
6.758	0.142857	0.5
6.0249	0.142857	0.555556
5.116	0.214286	0.555556
4.995	0.214286	0.611111
4.896	0.214286	0.666667
4.583	0.214286	0.722222
3.678	0.285714	0.777778
3.442	0.285714	0.833333
3.267	0.357143	0.833333
2.477	0.357143	0.888889
2.3	0.357143	0.944444
2.054	0.428571	0.944444
1.884	0.5	0.944444
1.793	0.571429	1
1.353	0.642857	1
1.258	0.714286	1
0.118	0.785714	1
-1.528	0.857143	1
-3.788	0.928571	1
-4.425	1	1
