9.818	0	0
8.818	0	0.0555556
8.818	0	0.0555556
8.571	0	0.111111
8.497	0	0.166667
8.173	0	0.277778
7.949	0	0.333333
7.522	0	0.388889
7.275	0.0714286	0.444444
7.171	0.0714286	0.5
6.924	0.142857	0.5
6.173	0.142857	0.555556
4.837	0.214286	0.555556
4.711	0.214286	0.611111
4.607	0.214286	0.666667
4.283	0.214286	0.722222
4.283	0.285714	0.722222
3.281	0.285714	0.777778
3.039	0.285714	0.833333
2.857	0.357143	0.833333
2.11	0.357143	0.888889
1.965	0.357143	0.944444
1.534	0.428571	0.944444
1.038	0.5	0.944444
0.936	0.571429	1
0.416	0.642857	1
0.315	0.714286	1
-0.856	0.785714	1
-3.031	0.857143	1
-5.754	0.928571	1
-6.49	1	1
