9.684	0	0
8.684	0	0.0555556
8.684	0	0.0555556
8.44	0	0.111111
8.368	0	0.166667
8.049	0	0.277778
7.8212	0	0.333333
7.435	0	0.388889
7.191	0.0714286	0.444444
7.089	0.0714286	0.5
6.845	0.142857	0.5
6.0992	0.142857	0.555556
4.978	0.214286	0.555556
4.86	0.214286	0.611111
4.758	0.214286	0.666667
4.439	0.214286	0.722222
3.479	0.285714	0.777778
3.239	0.285714	0.833333
3.061	0.357143	0.833333
2.209	0.357143	0.888889
2.184	0.357143	0.944444
1.785	0.428571	0.944444
1.464	0.5	0.944444
1.364	0.571429	1
0.873	0.642857	1
0.78	0.714286	1
-0.375	0.785714	1
-2.293	0.857143	1
-4.789	0.928571	1
-5.479	1	1
