55145087 - Hspd1 1
55184141 + RP23-16N14.1 1
55188075 + Mobkl3 1
55283095 + Gm10561 1
55283626 - Rftn2 1
55294065 + Mars2 1
55343249 - RP23-93M3.2 1
55392245 + AC122223.2 1
55420313 - Boll 1
55463232 + Plcl1 1
55501868 - AC099696.1 1
56694220 - Hsfy2 1
57028313 + AC101777.1 1
57029346 - Satb2 1
57056119 - AC101777.2 1
57434348 - AC161493.2 1
57434526 + 1700066M21Rik 1
57448377 - 1110034B05Rik 1
57463172 + 9430016H08Rik 1
57463945 - AC161493.2 1
57479217 - SNORA17 1
57524714 + U1 1
57831772 + Spats2l 1
57922583 + snoU13 1
58024497 - AC110735.1 1
58052815 + Sgol2 1
58075800 - Kctd18 1
58086775 + Aox1 1
58169974 + Aox3 1
58211932 - SNORA17 1
58267241 + Aox4 1
58335170 + Aox3l1 1
58372500 - 1.58030135-58280699.1 1
58449992 + Bzw1 1
58480910 - Clk1 1
58501995 + Nif3l1 1
58502330 - Ppil3 1
58523465 - U6 1
58561953 - Orc2l 1
58561992 + AC118698.3 1
58643167 - Fam126b 1
58643228 + Ndufb3 1
58703429 + AC118698.1 1
58752801 - Als2cr12 1
58768352 + Cflar 1
58852276 + Casp8 1
59030274 - Trak2 1
59030366 + Stradb 1
59060287 - AC169382.1 1
59127832 + SNORA17 1
59151744 - Als2cr11 1
59177203 - Als2cr4 1
59218397 - Mpp4 1
59294075 - Als2 1
59313750 + Pftk2 1
59539023 + Fzd7 1
59573108 + Gm973 1
59683424 + 7SK 1
59727678 - Sumo1 1
59741853 + Nop58 1
59748778 + SNORD70 1
59749353 + SNORD70 1
59761105 + SNORD11 1
59761634 + SNORD11 1
59821481 + Bmpr2 1
59969850 + Fam117b 1
60099931 - Ica1l 1
60155091 + Carf 1
60155489 - Wdr12 1
60174099 + AC116581.2 1
60238339 + Nbeal1 1
60400167 + Cyp20a1 1
60466578 + Abi2 1
60579910 - RP23-17F2.2 1
60593864 + RP23-17F2.3 1
60623948 - Raph1 1
60649553 - RP23-17F2.4 1
60670647 - AL683804.1 1
60757716 + RP23-157N11.1 1
60760776 + Eif4a-ps4 1
60773644 + Cd28 1
60835687 + RP23-157N11.5 1
60838678 - RP23-157N11.4 1
60849334 + RP23-157N11.7 1
60865960 + RP23-157N11.6 1
60943844 + Ctla4 1
60957742 + Rpl18-rs8 1
61005309 - RP23-146J17.3 1
61034771 + Icos 1
61132518 + RP23-163J17.1 1
61180848 - RP23-163J17.2 1
61254086 - RP23-163J17.3 1
61363480 + RP23-429E18.1 1
61435276 + RP23-429E18.2 1
61496945 + RP23-280M7.1 1
61527285 + U6 1
61667723 - RP23-255M18.1 1
61685398 + Pard3b 1
61898114 - RP23-327M13.1 1
62182683 - RP23-361M22.1 1
62545835 - RP23-98M4.1 1
62685419 + AL645727.1 1
62704362 - RP23-20G7.3 1
62707413 + RP23-20G7.2 1
62749859 + Nrp2 1
63079280 + SNORA17 1
63084788 + RP23-198I4.2 1
63120348 + RP23-198I4.4 1
63161045 + RP23-13C17.1 1
63161241 - Ino80d 1
63223396 - Ndufs1 1
63223399 + Eef1b2 1
63225251 + SNORD51 1
63225578 + SNORA41 1
63246887 + RP23-13C17.5 1
63261117 - Gpr1 1
63319694 - RP23-434D24.1 1
63319839 + Zdbf2 1
63346957 - U6 1
63404624 - RP23-388B5.2 1
63411939 - RP23-388B5.1 1
63492465 + Adam23 1
63622164 - U6 1
63718042 + RP23-341P11.4 1
63733501 - Dytn 1
63776892 - Mdh1b 1
63777188 + Fastkd2 1
63815841 - 4933402D24Rik 1
63892152 - RP23-374K2.1 1
63964422 + RP23-374K2.3 1
64011301 + RP23-374K2.2 1
64125228 + RP23-45M23.1 1
64168856 - Klf7 1
64196745 + RP23-45M23.2 1
64579378 + Creb1 1
64663816 - Fam119a 1
64737029 + Ccnyl1 1
64737233 - AC101915.2 1
64779650 - AC101915.1 1
64784324 - Fzd5 1
65003398 - Plekhm3 1
65041178 - AC158958.3 1
65048036 - U1 1
65074654 + AC158958.5 1
65079333 - 4921521F21Rik 1
65097723 - Cryge 1
65104190 + AC158958.2 1
65108908 + AC158958.4 1
65110026 - Crygd 1
65120263 - Crygc 1
65122185 - AC158958.1 1
65128862 - Crygb 1
65149947 - Cryga 1
65169788 - D630023F18Rik 1
65225755 - Idh1 1
65233259 + Pikfyve 1
65328452 - AC164079.1 1
65328630 + Pth2r 1
65597811 - AC100180.1 1
65599256 + AC100180.2 1
65895390 + AC166644.1 1
65973096 + Crygf 1
66079499 - AC101299.1 1
66079659 + AC101299.2 1
66109539 + AC101299.3 1
66221842 + Mtap2 1
66352463 + SNORA26 1
66375370 - AC091465.2 1
66482656 + U1 1
66514941 + Unc80 1
66747405 + Rpe 1
66830487 + AC124389.1 1
66864136 - 1110028C15Rik 1
66896176 - AC124389.3 1
66903153 + U7 1
66909851 - Acadl 1
66913371 + SNORA17 1
66991978 - Myl1 1
66995514 - AC133187.3 1
66998403 + AC133187.4 1
67085446 - Lancl1 1
67169600 + Cps1 1
67295774 + AC133161.1 1
67303798 + SNORA17 1
67631627 + Kif22-ps 1
67839055 + AC154992.1 1
68051660 + AC167658.2 1
68340300 - AC138285.1 1
68431609 - U6atac 1
68641907 + AC101822.1 1
69153314 - AC157805.2 1
69154633 - Erbb4 1
69177873 - AC157805.1 1
69732395 - Ikzf2 1
69873562 + Spag16 1
69968321 - 7SK 1
70001703 - U6atac 1
70643389 + U6 1
70772289 + Vwc2l 1
71074611 - AC104747.2 1
71075232 - AC104747.1 1
71086604 - AC104747.2 1
71149720 - Bard1 1
71461484 - Abca12 1
71603724 + Atic 1
71699411 + Gm15456 1
71699746 - Fn1 1
71756629 - AC124821.1 1
72050862 + AC115846.1 1
72258881 - Mreg 1
72272814 + U2 1
72283039 + AC114905.1 1
72283520 + U2 1
72290787 + U2 1
72301582 + U2 1
72330888 - Pecr 1
72330943 + Tmem169 1
72354107 + Xrcc5 1
72506073 + AC114629.2 1
72583504 - March4 1
72629825 + Smarcal1 1
72747138 - Ankar 1
72757864 + Rpl37a 1
72871077 + Igfbp2 1
72921458 - Igfbp5 1
73062466 - Tnp1 1
73810284 + 5S_rRNA 1
73988603 - Tns1 1
74045042 - Tns1 1
74172115 + Rufy4 1
74200563 + Cxcr2 1
74241205 - Il8ra 1
74253194 - mmu-mir-1928 1
74259387 + U6 1
74283071 + Arpc2 1
74325124 + Gpbar1 1
74331254 - Aamp 1
74331504 + Pnkd 1
74352196 - Tmbim1 1
74408682 + Gm216 1
74421777 + Slc11a1 1
74438083 + Ctdsp1 1
74440884 + mmu-mir-26b 1
74455950 + Vil1 1
74552632 + Rqcd1 1
74589462 + Plcd4 1
74590860 - Usp37 1
74634820 - Zfp142 1
74634863 + Bcs1l 1
74647971 - Rnf25 1
74648019 + Stk36 1
74708319 + Ttll4 1
74760148 + Cyp27a1 1
74795795 - Prkag3 1
74818466 + Wnt6 1
74838090 + Wnt10a 1
74897469 + RP23-430G15.2 1
74901508 + Cdk5r2 1
74901678 + AC139023.2 1
74931993 - Fev 1
74939717 - Cryba2 1
74947300 - mmu-mir-375 1
74948945 + AC139023.4 1
74982173 - Ccdc108 1
74998246 - Ihh 1
75102130 - Nhej1 1
75130464 - Slc23a3 1
75139271 - 1810031K17Rik 1
75139364 + Fam134a 1
75165220 + Zfand2b 1
75176966 - Abcb6 1
75188725 + Ankzf1 1
75188770 - Atg9a 1
75207353 - Glb1l 1
75207413 + Stk16 1
75215828 - Tuba4a 1
75233030 + Dnajb2 1
75260783 - Ptprn 1
75274990 - Resp18 1
75313915 - Dnpep 1
75356904 + Des 1
75371587 - AC161346.2 1
75371872 + Speg 1
75392938 - AC114651.2 1
75432505 + Gmppa 1
75447011 + Accn4 1
75475882 - Chpf 1
75476107 + Tmem198 1
75503027 - Obsl1 1
75503652 + Inha 1
75510858 - AC115011.10 1
75518104 + Stk11ip 1
75538786 + AC115011.7 1
75542841 + Slc4a3 1
75557576 + AC115011.1 1
75564658 + AC115011.9 1
75621229 + AC133581.1 1
75632965 + AC133581.2 1
77141328 + 5S_rRNA 1
77511663 - Epha4 1
77895021 - U1 1
78193691 - Pax3 1
78306920 + Sgpp2 1
78485434 - Farsb 1
78507566 + Mogat1 1
78654400 + Acsl3 1
78654613 + Utp14b 1
78813486 + Kcne4 1
78964654 - AC163007.1 1
79436665 - Scg2 1
79510439 - SNORA17 1
79668547 - Ap1s3 1
79759292 + Gm10555 1
79772708 + Mrpl44 1
79772718 - Wdfy1 1
79855271 - Serpine2 1
79920001 - AC163657.1 1
80132041 + U6 1
80215048 - Fam124b 1
80337017 - Cul3 1
80755128 - Dock10 1
81073525 + 9430031J16Rik 1
81646544 + AC121119.1 1
81739567 - AC121119.1 1
82102138 + AC158960.1 1
82229687 + Gm9747 1
82287991 - Irs1 1
82313027 + Rhbdd1 1
82393392 - AC160543.2 1
82448289 - AC160543.1 1
82583424 - Col4a4 1
82583496 + Col4a3 1
82631588 + 5S_rRNA 1
82721465 + Mff 1
82721692 - AC138214.1 1
82765036 - Tm4sf20 1
82836058 + Agfg1 1
83035023 - Slc19a3 1
83113341 + Ccl20 1
83156327 + Wdr69 1
83213366 - 5S_rRNA 1
83311088 + AC138359.3 1
83404775 - Sphkap 1
83792487 + AC158909.1 1
83918493 + SNORA17 1
84281166 - Pid1 1
84692796 - Dner 1
84835879 - Trip12 1
84836416 + Fbxo36 1
84931700 - Slc16a14 1
84960244 + AC167036.2 1
85008682 + AC167036.1 1
85057729 + AC167036.9 1
85096739 + AC167036.1 1
85102521 + AC167036.4 1
85106428 - A530032D15Rik 1
85111894 + AC167036.10 1
85154297 - AC164544.3 1
85156339 + AC164544.5 1
85196182 + AC123856.1 1
85209225 + Csprs 1
85243426 + AC123856.7 1
85256405 + AC123856.1 1
85263273 + AC123856.3 1
85267141 - C130026I21Rik 1
85323304 + AC167036.6 1
85323947 - Csprs 1
85338661 - AC123856.5 1
87381717 - AC147806.7 1
87423175 + Csprs 1
87423736 - AC147806.6 1
87495392 - Sp110 1
87495861 + AC147806.5 1
87496953 + Sp140 1
87546563 + Sp100 1
87547160 - AC147806.8 1
87547257 - AC147806.3 1
87571457 + 5S_rRNA 1
87675218 - A630001G21Rik 1
87690016 + Cab39 1
87790856 + Itm2c 1
87825058 + 4933407L21Rik 1
87857630 - Gpr55 1
87913391 + Spata3 1
87942843 + 2810459M11Rik 1
87960962 + Psmd1 1
87983876 + SNORA26 1
88008545 - Htr2b 1
88051355 + Armc9 1
88197950 - AC104896.2 1
88200043 + B3gnt7 1
88247876 - SNORA75 1
88248662 - SNORD20 1
88252905 - SNORD82 1
88255651 + AC102609.3 1
88255939 - Ncl 1
88256149 + AC102609.2 1
88284737 - Nmur1 1
88322917 + 1700019O17Rik 1
88370234 + AC102609.1 1
88423311 + Ptma 1
88479204 - Pde6d 1
88479479 + Cops7b 1
88534183 - AC158132.1 1
88567147 - Nppc 1
88600418 + Dis3l2 1
88806258 - AC120860.1 1
88986503 - Alppl2 1
88998181 - Alpi 1
89021583 + Akp3 1
89053096 - Ecel1 1
89083240 + AC102611.2 1
89087227 + Chrnd 1
89102386 + Chrng 1
89110489 + Eif4e2 1
89147723 + U6 1
89160938 + Efhd1 1
89161749 - AC158961.2 1
89223617 + Gigyf2 1
89238136 - U6 1
89291302 - Kcnj13 1
89311924 - U6 1
89366846 + 3110079O15Rik 1
89442633 - Ngef 1
89491125 + Neu2 1
89516951 + Inpp5d 1
89652445 + Atg16l1 1
89673513 + SCARNA6 1
89681131 + SCARNA6 1
89692913 + 5830472F04Rik 1
89700255 + Sag 1
89812155 + Dgkd 1
89905126 - Usp40 1
89912499 + AC087801.1 1
89918956 + AC087801.1 1
89921786 + AC087801.2 1
89951963 + Ugt1a10 1
89967375 + Ugt1a9 1
89984388 + Ugt1a8 1
89991637 + Ugt1a7c 1
89994493 + AC087801.5 1
89999827 + Ugt1a6b 1
89999837 + Ugt1a6a 1
90023351 + AC087801.6 1
90026156 + AC087801.7 1
90042951 + AC087801.8 1
90047613 + AC087801.9 1
90050363 + AC087801.10 1
90062587 + Ugt1a5 1
90083237 + AC087801.11 1
90088476 + AC087780.9 1
90097176 + Ugt1a2 1
90102357 - Dnajb3 1
90108534 + Ugt1a1 1
90123561 + Heatr7b1 1
90157799 + AC087780.1 1
90174208 - Hjurp 1
90174236 + Trpm8 1
90249505 - AC087780.13 1
90303536 + Spp2 1
90406641 - Glrp1 1
90598796 - Arl4c 1
90651465 + AC166829.1 1
90966990 + Sh3bp4 1
91351381 + Agap1 1
91459935 + 5S_rRNA 1
91581377 + 7SK 1
91827751 - Gbx2 1
91911152 - Asb18 1
92042113 - Iqca 1
92100555 + Cxcr7 1
92500074 + Cops8 1
92571736 + Gm9991 1
92740529 - Col6a3 1
92811662 + Mlph 1
92866238 - Rab17 1
92895381 + Lrrfip1 1
93041680 + Rbm44 1
93076399 + Ramp1 1
93121623 + AC102874.1 1
93180239 + Ube2f 1
93192622 + AC102874.1 1
93194915 + Scly 1
93218652 + Espnl 1
93247593 + Klhl30 1
93263007 + Fam132b 1
93295360 - Ilkap 1
93310615 - Hes6 1
93355907 - Per2 1
93391271 + Traf3ip1 1
93437121 + Asb1 1
93698038 + Twist2 1
93826882 - Hdac4 1
93889020 - AC109197.1 1
94044970 - Hdac4 1
94370437 - Ndufa10 1
94377196 - Olfr1416 1
94388330 - Olfr1415 1
94408603 - Olfr1414 1
94469702 + Olfr1413 1
94484909 + Olfr1412 1
94493098 + Olfr1411 1
94504416 + Olfr1410 1
94516458 + Olfr12 1
94538562 - Myeov2 1
94545418 - Otos 1
94728222 + Gpc1 1
94746955 + mmu-mir-149 1
94799483 - Ankmy1 1
94803566 + Dusp28 1
94807982 + Rnpepl1 1
94830953 + Capn10 1
94831024 - 9430060I03Rik 1
94869699 + Gpr35 1
94902911 + Aqp12 1
94998430 - Kif1a 1
95031822 + Agxt 1
95057525 - 2310007B03Rik 1
95112476 + AC124669.4 1
95132418 + Sned1 1
95202492 - Mterfd2 1
95239431 + Ppp1r7 1
95240059 - Pask 1
95259832 + U6 1
95270473 + Ano7 1
95342229 - Hdlbp 1
95375541 + Sept2 1
95375818 + Farp2 1
95532299 - Stk25 1
95582333 + Bok 1
95627681 + Gm10550 1
95648077 + Atg4b 1
95651357 - Thap4 1
95698511 - Dtymk 1
95700542 + Ing5 1
95705248 - U6 1
95721817 + D2hgdh 1
95757921 + Gal3st2 1
95824614 + Gm6086 1
95834983 + AC167139.1 1
95917070 + Neu4 1
95949130 - Pdcd1 1
96512281 - SNORD30 1
96936620 - SNORA17 1
97210232 + Fam174a 1
97395198 + AC102483.1 1
97462181 - U7 1
97480608 - AC102483.1 1
97564166 - St8sia4 1
97728812 - U6 1
98163518 - AC102463.2 1
98199723 + AC102463.1 1
98513676 + U6 1
98658608 + SNORA17 1
98768712 - Slco4c1 1
98894149 - Slco6b1 1
98921202 + AC102488.1 1
99024830 - Slco6c1 1
99558651 - D1Ertd622e 1
99666749 + Gin1 1
99666988 - Hisppd1 1
99832977 + 7SK 1
99845966 - RP23-178F20.2 1
99946399 + U6 1
99954257 - RP23-178F20.1 1
99981294 - AC157923.3 1
99991596 - AC157923.1 1
99992223 - Pam 1
100317701 + Slco6d1 1
100354345 + AC102227.2 1
100446028 + AC102227.1 1
100913941 + U6 1
101669342 + Cntnap5b 1
101687602 - AC158402.1 1
102149625 - SNORA17 1
102758370 + AC111074.1 1
104003157 - SNORA17 1
104310598 - SNORA17 1
104850125 - SNORA17 1
105133344 - SNORA17 1
106382534 + 7SK 1
106641247 + AC101970.1 1
106665106 + Cdh20 1
106777612 - 5S_rRNA 1
106793128 + U7 1
106808910 - AC124447.2 1
107253247 - Rnf152 1
107352560 + AC124553.1 1
107471264 + AC132082.1 1
107555585 - Pign 1
107560490 + 2310035C23Rik 1
107660905 + AC101816.1 1
107677300 + Tnfrsf11a 1
107842131 + U6 1
107886983 + Zcchc2 1
108068101 - AC099640.1 1
108068329 + Phlpp1 1
108438520 + AC162916.2 1
108610851 - Bcl2 1
108656304 - Kdsr 1
108693305 - Vps4b 1
108757750 + Serpinb5 1
108785474 - AC163626.1 1
108831026 + Serpinb12 1
108877561 + Serpinb13 1
108921902 - AC163626.4 1
108948914 - Serpinb3a 1
108980057 - Serpinb3d 1
109035146 - AC112264.2 1
109057691 - Serpinb3b 1
109090134 - AC112264.4 1
109150867 - AC157660.1 1
109174948 - Serpinb3c 1
109198931 - AC157660.3 1
109258506 + Serpinb11 1
109283989 - AC157660.5 1
