Evol	Tgen	Tdet	Rank	Nbmot	AUC	FalsePos	FalseNeg
felsen 7 7 1	1	0.785714	12	1
felsen 7 7 1	2	0.785714	8	5
felsen 7 7 1	3	0.785714	5	9
felsen 7 7 2	1	0.814286	13	2
felsen 7 7 2	2	0.814286	7	5
felsen 7 7 2	3	0.814286	1	8
felsen 7 7 3	1	0.762857	18	2
felsen 7 7 3	2	0.762857	11	4
felsen 7 7 3	3	0.762857	8	5
felsen 7 7 4	1	0.684286	14	4
felsen 7 7 4	2	0.684286	6	7
felsen 7 7 4	3	0.684286	4	11
felsen 7 7 5	1	0.7	1	9
felsen 7 7 5	2	0.7	0	11
felsen 7 7 5	3	0.7	0	11
felsen 7 7 6	1	0.79	11	4
felsen 7 7 6	2	0.79	3	6
felsen 7 7 6	3	0.79	1	8
felsen 7 7 7	1	0.728571	6	6
felsen 7 7 7	2	0.728571	2	9
felsen 7 7 7	3	0.728571	1	9
felsen 7 7 8	1	0.821429	11	2
felsen 7 7 8	2	0.821429	2	8
felsen 7 7 8	3	0.821429	1	11
felsen 7 7 9	1	0.78	16	2
felsen 7 7 9	2	0.78	4	7
felsen 7 7 9	3	0.78	1	9
felsen 7 7 10	1	0.671429	6	8
felsen 7 7 10	2	0.671429	1	9
felsen 7 7 10	3	0.671429	1	11
felsen 7 8 1	1	0.824286	11	1
felsen 7 8 1	2	0.824286	6	6
felsen 7 8 1	3	0.824286	2	10
felsen 7 8 2	1	0.801429	12	2
felsen 7 8 2	2	0.801429	7	6
felsen 7 8 2	3	0.801429	1	9
felsen 7 8 3	1	0.808571	12	3
felsen 7 8 3	2	0.808571	6	4
felsen 7 8 3	3	0.808571	3	7
felsen 7 8 4	1	0.741429	9	5
felsen 7 8 4	2	0.741429	3	8
felsen 7 8 4	3	0.741429	0	11
felsen 7 8 5	1	0.714286	0	9
felsen 7 8 5	2	0.714286	0	11
felsen 7 8 5	3	0.714286	0	12
felsen 7 8 6	1	0.767143	9	5
felsen 7 8 6	2	0.767143	0	8
felsen 7 8 6	3	0.767143	0	10
felsen 7 8 7	1	0.741429	3	7
felsen 7 8 7	2	0.741429	1	9
felsen 7 8 7	3	0.741429	1	10
felsen 7 8 8	1	0.882857	6	2
felsen 7 8 8	2	0.882857	1	8
felsen 7 8 8	3	0.882857	1	12
felsen 7 8 9	1	0.775714	12	4
felsen 7 8 9	2	0.775714	2	7
felsen 7 8 9	3	0.775714	0	9
felsen 7 8 10	1	0.724286	2	8
felsen 7 8 10	2	0.724286	0	10
felsen 7 8 10	3	0.724286	0	13
felsen 7 9 1	1	0.758571	11	3
felsen 7 9 1	2	0.758571	4	8
felsen 7 9 1	3	0.758571	2	11
felsen 7 9 2	1	0.817143	10	3
felsen 7 9 2	2	0.817143	3	7
felsen 7 9 2	3	0.817143	0	9
felsen 7 9 3	1	0.75	10	4
felsen 7 9 3	2	0.75	3	9
felsen 7 9 3	3	0.75	1	10
felsen 7 9 4	1	0.758571	4	6
felsen 7 9 4	2	0.758571	0	12
felsen 7 9 4	3	0.758571	0	12
felsen 7 9 5	1	0.642857	0	11
felsen 7 9 5	2	0.642857	0	11
felsen 7 9 5	3	0.642857	0	12
felsen 7 9 6	1	0.811429	4	5
felsen 7 9 6	2	0.811429	0	9
felsen 7 9 6	3	0.811429	0	12
felsen 7 9 7	1	0.742857	2	7
felsen 7 9 7	2	0.742857	1	10
felsen 7 9 7	3	0.742857	1	14
felsen 7 9 8	1	0.817143	5	4
felsen 7 9 8	2	0.817143	1	10
felsen 7 9 8	3	0.817143	0	12
felsen 7 9 9	1	0.761429	7	4
felsen 7 9 9	2	0.761429	2	11
felsen 7 9 9	3	0.761429	0	14
felsen 7 9 10	1	0.698571	1	9
felsen 7 9 10	2	0.698571	0	12
felsen 7 9 10	3	0.698571	0	13
felsen 7 10 1	1	0.732857	8	4
felsen 7 10 1	2	0.732857	3	11
felsen 7 10 1	3	0.732857	1	13
felsen 7 10 2	1	0.781429	8	4
felsen 7 10 2	2	0.781429	2	9
felsen 7 10 2	3	0.781429	0	11
felsen 7 10 3	1	0.678571	7	7
felsen 7 10 3	2	0.678571	1	11
felsen 7 10 3	3	0.678571	0	12
felsen 7 10 4	1	0.698571	1	9
felsen 7 10 4	2	0.698571	0	12
felsen 7 10 4	3	0.698571	0	13
felsen 7 10 5	1	0.642857	0	11
felsen 7 10 5	2	0.642857	0	12
felsen 7 10 5	3	0.642857	0	12
felsen 7 10 6	1	0.742857	3	7
felsen 7 10 6	2	0.742857	0	11
felsen 7 10 6	3	0.742857	0	13
felsen 7 10 7	1	0.714286	0	9
felsen 7 10 7	2	0.714286	0	11
felsen 7 10 7	3	0.714286	0	14
felsen 7 10 8	1	0.681429	4	8
felsen 7 10 8	2	0.681429	0	13
felsen 7 10 8	3	0.681429	0	13
felsen 7 10 9	1	0.692857	6	6
felsen 7 10 9	2	0.692857	2	13
felsen 7 10 9	3	0.692857	0	14
felsen 7 10 10	1	0.642857	0	11
felsen 7 10 10	2	0.642857	0	12
felsen 7 10 10	3	0.642857	0	14
felsen 7 11 1	1	0.7	5	7
felsen 7 11 1	2	0.7	0	13
felsen 7 11 1	3	0.7	0	14
felsen 7 11 2	1	0.722857	3	7
felsen 7 11 2	2	0.722857	1	13
felsen 7 11 2	3	0.722857	0	14
felsen 7 11 3	1	0.697143	1	9
felsen 7 11 3	2	0.697143	0	13
felsen 7 11 3	3	0.697143	0	14
felsen 7 11 4	1	0.607143	0	12
felsen 7 11 4	2	0.607143	0	13
felsen 7 11 4	3	0.607143	0	14
felsen 7 11 5	1	0.607143	0	12
felsen 7 11 5	2	0.607143	0	14
felsen 7 11 5	3	0.607143	0	14
felsen 7 11 6	1	0.667143	3	9
felsen 7 11 6	2	0.667143	0	12
felsen 7 11 6	3	0.667143	0	13
felsen 7 11 7	1	0.607143	0	12
felsen 7 11 7	2	0.607143	0	13
felsen 7 11 7	3	0.607143	0	14
felsen 7 11 8	1	0.644286	2	10
felsen 7 11 8	2	0.644286	0	13
felsen 7 11 8	3	0.644286	0	13
felsen 7 11 9	1	0.674286	3	8
felsen 7 11 9	2	0.674286	2	14
felsen 7 11 9	3	0.674286	0	14
felsen 7 11 10	1	0.607143	0	12
felsen 7 11 10	2	0.607143	0	13
felsen 7 11 10	3	0.607143	0	14
felsen 7 12 1	1	0.582857	3	11
felsen 7 12 1	2	0.582857	0	14
felsen 7 12 1	3	0.582857	0	14
felsen 7 12 2	1	0.607143	0	12
felsen 7 12 2	2	0.607143	0	14
felsen 7 12 2	3	0.607143	0	14
felsen 7 12 3	1	0.607143	0	12
felsen 7 12 3	2	0.607143	0	14
felsen 7 12 3	3	0.607143	0	14
felsen 7 12 4	1	0.607143	0	12
felsen 7 12 4	2	0.607143	0	14
felsen 7 12 4	3	0.607143	0	14
felsen 7 12 5	1	0.571429	0	13
felsen 7 12 5	2	0.571429	0	14
felsen 7 12 5	3	0.571429	0	14
felsen 7 12 6	1	0.608571	2	11
felsen 7 12 6	2	0.608571	0	13
