0.0644386 0.410723 0.510078 0.0147609
0.071819 0.418103 0.495317 0.0147609
0.0791995 0.403342 0.495317 0.0221414
0.0791995 0.403342 0.495317 0.0221414
0.0939605 0.410723 0.460875 0.0344422
0.0939605 0.410723 0.460875 0.0344422
0.121022 0.391041 0.444474 0.0434628
0.148084 0.393502 0.38379 0.0746248
0.180066 0.398422 0.350988 0.0705245
0.205488 0.377921 0.325293 0.0912992
0.205488 0.377921 0.325293 0.0912992
0.205488 0.377921 0.325293 0.0912992
0.205488 0.377921 0.325293 0.0912992
0.212261 0.386637 0.31365 0.087452
0.237318 0.353653 0.310491 0.0985379
0.199028 0.379338 0.345001 0.0766327
0.237632 0.363787 0.318557 0.0800243
0.249457 0.323503 0.346749 0.0802909
0.220093 0.357433 0.363047 0.0594274
0.272426 0.317144 0.340567 0.0698623
0.257019 0.3016 0.381685 0.0596961
0.257019 0.3016 0.381685 0.0596961
0.239993 0.336387 0.364696 0.0589234
0.239993 0.336387 0.364696 0.0589234
0.239993 0.336387 0.364696 0.0589234
0.24757 0.338726 0.356429 0.0572755
0.25354 0.326113 0.360988 0.0593596
0.25354 0.326113 0.360988 0.0593596
0.25517 0.328464 0.359628 0.0567372
0.250107 0.333205 0.359406 0.057281
0.250107 0.333205 0.359406 0.057281
0.253449 0.328277 0.35979 0.0584841
0.253977 0.329421 0.359137 0.0574641
0.251368 0.330625 0.360795 0.0572108
0.251519 0.331323 0.359657 0.0575003
0.251519 0.331323 0.359657 0.0575003
0.251519 0.331323 0.359657 0.0575003
0.252984 0.329997 0.359152 0.0578672
0.252291 0.330942 0.359299 0.0574682
0.252291 0.330942 0.359299 0.0574682
0.252669 0.330597 0.358958 0.057776
0.252582 0.330518 0.359139 0.0577604
0.252048 0.331132 0.359127 0.0576926
0.252362 0.330845 0.359187 0.0576056
0.252162 0.330949 0.359248 0.0576413
0.252387 0.330747 0.359163 0.0577035
0.252387 0.330747 0.359163 0.0577035
0.252121 0.330945 0.359196 0.0577385
0.252293 0.330838 0.359101 0.0577676
0.252293 0.330838 0.359101 0.0577676
0.252193 0.330867 0.359138 0.0578021
0.252201 0.330873 0.359162 0.0577645
0.252201 0.330873 0.359162 0.0577645
0.252165 0.33084 0.359192 0.0578034
0.252274 0.330758 0.359215 0.0577535
0.252274 0.330758 0.359215 0.0577535
0.252169 0.330721 0.359324 0.0577857
0.252169 0.330721 0.359324 0.0577857
0.252169 0.330721 0.359324 0.0577857
0.252169 0.330721 0.359324 0.0577857
0.252169 0.330721 0.359324 0.0577857
0.252169 0.330721 0.359324 0.0577857
0.252205 0.330698 0.359322 0.0577752
0.252205 0.330698 0.359322 0.0577752
0.252205 0.330698 0.359322 0.0577752
0.252205 0.330698 0.359322 0.0577752
0.252205 0.330719 0.359302 0.0577744
0.252197 0.330717 0.359319 0.0577668
0.252197 0.330717 0.359319 0.0577668
0.252197 0.330717 0.359319 0.0577668
0.252197 0.330717 0.359319 0.0577668
