-2.25016 -10.5122
-2.25016 -10.5122
-0.923474 -10.7013
-0.279951 -10.9956
-0.279951 -10.9956
-0.279951 -10.9956
-0.279951 -10.9956
-0.279951 -10.9956
-0.279951 -10.9956
-0.279951 -10.9956
5.97106 -13.8962
5.97106 -13.8962
-0.0674563 -11.2593
-0.0674563 -11.2593
-0.0674563 -11.2593
0.0518932 -11.6816
-3.72437 -12.1483
-2.08102 -10.7088
-0.165734 -11.1412
-0.999379 -13.3145
-3.03228 -10.9795
-2.96035 -9.91201
-2.71368 -10.6189
-1.10099 -10.5659
-1.10099 -10.5659
-2.22115 -9.83232
-2.86281 -9.63072
-2.86281 -9.63072
-2.88845 -9.6493
-2.88845 -9.6493
-1.37562 -10.0041
-1.37562 -10.0041
-1.64076 -9.96765
-1.64076 -9.96765
-1.64076 -9.96765
-1.60138 -9.95139
0.752342 -10.9177
0.752342 -10.9177
-1.64492 -10.5559
2.74623 -12.3264
-0.718801 -10.3891
-0.718801 -10.3891
-3.46812 -9.7825
-3.51774 -9.72046
-3.51774 -9.72046
-3.51774 -9.72046
-3.34906 -10.1061
-1.71233 -9.99827
-0.559745 -10.5414
0.000243602 -10.8048
-3.3999 -10.0954
-3.29165 -9.58259
-2.43894 -10.2958
-2.49117 -10.2777
-2.49117 -10.2777
-2.61374 -10.3439
-0.898837 -10.4596
0.0199541 -10.981
0.028693 -10.6597
0.459071 -10.7574
-2.1828 -9.83432
-1.57551 -9.96003
-1.82757 -9.88676
-0.0282092 -11.712
-0.0282092 -11.712
-0.0282092 -11.712
-0.0282092 -11.712
-0.0282092 -11.712
-0.87602 -11.175
-0.87602 -11.175
-2.29973 -11.096
-2.29973 -11.096
8.22339 -15.4428
2.1257 -11.9222
2.1257 -11.9222
2.1257 -11.9222
-1.77896 -10.3948
-1.62258 -10.278
1.84435 -11.7851
1.84435 -11.7851
-1.73505 -10.1526
-2.72063 -9.71365
-2.198 -9.91982
-2.82905 -10.1358
-1.03752 -10.6392
-2.45262 -9.66536
-3.56534 -10.1027
-3.29151 -10.0376
-3.3549 -10.0168
-3.52334 -9.84427
-3.52334 -9.84427
-3.52334 -9.84427
-5.05348 -11.0383
-5.05348 -11.0383
-5.05348 -11.0383
-4.75202 -11.2501
-4.18488 -10.4474
-3.67952 -10.1708
-3.45799 -9.69175
-3.4075 -10.0869
-3.4075 -10.0869
-2.82416 -10.3158
-3.03181 -10.9027
-3.03181 -10.9027
-3.03181 -10.9027
-3.03181 -10.9027
-1.63094 -10.5194
-0.191224 -11.6447
-1.45531 -11.0898
-1.18305 -14.3048
-1.18305 -14.3048
-1.18305 -14.3048
-1.18305 -14.3048
-1.46244 -15.2792
-1.7864 -13.8739
-1.7864 -13.8739
-1.7864 -13.8739
-1.7864 -13.8739
-1.7864 -13.8739
-0.129724 -13.9996
-2.30042 -12.2631
-2.30042 -12.2631
-2.80746 -10.3288
-2.80746 -10.3288
-2.80746 -10.3288
-2.80746 -10.3288
-2.58826 -9.98069
-2.58826 -9.98069
1.10545 -11.3197
4.74582 -12.9134
4.74582 -12.9134
4.74582 -12.9134
-0.933996 -10.854
-0.933996 -10.854
-0.933996 -10.854
-0.542315 -11.6266
-0.542315 -11.6266
5.54021 -13.1913
5.54021 -13.1913
-1.58486 -10.2475
0.555596 -11.6443
0.555596 -11.6443
0.555596 -11.6443
-1.58894 -10.8773
-1.58894 -10.8773
-0.952468 -10.7962
-4.57647 -12.0356
-4.57647 -12.0356
-5.42001 -12.9326
-4.35516 -10.5963
